ORF	merged.exon.length
KLMA_10386	1662
KLMA_10387	2826
KLMA_10388	1248
KLMA_10389	1050
KLMA_10390	285
KLMA_10391	2421
KLMA_10392	417
KLMA_10393	1974
KLMA_10394	1773
KLMA_10395	2115
KLMA_10396	1062
KLMA_10397	1488
KLMA_10398	1806
KLMA_10399	1830
KLMA_10400	648
KLMA_10401	795
KLMA_10402	2322
KLMA_10403	2109
KLMA_10404	903
KLMA_10405	774
KLMA_10406	918
KLMA_10407	720
KLMA_10408	1041
KLMA_10409	3234
KLMA_10410	594
KLMA_10411	483
KLMA_10412	2520
KLMA_10413	795
KLMA_10414	909
KLMA_10415	1926
KLMA_10416	369
KLMA_10417	3354
KLMA_10418	909
KLMA_10419	978
KLMA_10420	1701
KLMA_10421	1860
KLMA_10422	1869
KLMA_10423	117
KLMA_10424	1158
KLMA_10425	3882
KLMA_10426	927
KLMA_10427	1395
KLMA_10428	951
KLMA_10429	2064
KLMA_10430	2781
KLMA_10431	1245
KLMA_10432	570
KLMA_10433	1389
KLMA_10434	1659
KLMA_10435	2034
KLMA_10436	1023
KLMA_10437	1110
KLMA_10438	972
KLMA_10439	1626
KLMA_10440	648
KLMA_10441	549
KLMA_10442	1176
KLMA_10443	1008
KLMA_10444	747
KLMA_10445	3480
KLMA_10446	1554
KLMA_10448	651
KLMA_10449	1371
KLMA_10450	1743
KLMA_10451	1866
KLMA_10452	1287
KLMA_10453	771
KLMA_10454	3825
KLMA_10456	678
KLMA_10457	2700
KLMA_10458	1212
KLMA_10459	2469
KLMA_10460	3549
KLMA_10461	2343
KLMA_10462	1314
KLMA_10463	465
KLMA_10464	1275
KLMA_10465	2058
KLMA_10466	456
KLMA_10467	2112
KLMA_10468	1479
KLMA_10469	1983
KLMA_10471	1113
KLMA_10472	774
KLMA_10473	3162
KLMA_10475	1527
KLMA_10476	4509
KLMA_10477	888
KLMA_10478	1890
KLMA_10479	2868
KLMA_10480	2502
KLMA_10481	1248
KLMA_10482	795
KLMA_10483	2262
KLMA_10484	1536
KLMA_10486	2154
KLMA_10487	1710
KLMA_10488	738
KLMA_10489	618
KLMA_10491	4146
KLMA_10493	1398
KLMA_10494	1104
KLMA_10495	5820
KLMA_10496	696
KLMA_10497	567
KLMA_10498	1662
KLMA_10499	1623
KLMA_10500	459
KLMA_10501	3168
KLMA_10502	540
KLMA_10503	2127
KLMA_10504	1149
KLMA_10505	1530
KLMA_10506	2127
KLMA_10507	702
KLMA_10508	1782
KLMA_10509	807
KLMA_10510	1482
KLMA_10511	1470
KLMA_10512	840
KLMA_10513	717
KLMA_10514	1125
KLMA_10515	1959
KLMA_10516	1185
KLMA_10517	690
KLMA_10518	1671
KLMA_10519	1818
KLMA_10520	723
KLMA_10521	537
KLMA_10522	1059
KLMA_10523	1716
KLMA_10524	1380
KLMA_10525	420
KLMA_10526	1197
KLMA_10527	1095
KLMA_10528	2049
KLMA_10529	420
KLMA_10530	468
KLMA_10531	1455
KLMA_10532	1776
KLMA_10533	3033
KLMA_10534	2259
KLMA_10535	1305
KLMA_10536	2022
KLMA_10537	1761
KLMA_10538	534
KLMA_10539	1737
KLMA_10540	1251
KLMA_10541	1533
KLMA_10542	690
KLMA_10543	822
KLMA_10544	3330
KLMA_10545	1671
KLMA_10546	1716
KLMA_10547	1689
KLMA_10548	2940
KLMA_10549	2154
KLMA_10550	660
KLMA_10551	276
KLMA_10552	1035
KLMA_10553	1743
KLMA_10554	3882
KLMA_10555	927
KLMA_10556	1497
KLMA_10557	573
KLMA_10558	942
KLMA_10559	1920
KLMA_10560	954
KLMA_10561	120
KLMA_10562	762
KLMA_10563	765
KLMA_10564	1332
KLMA_10565	450
KLMA_10566	750
KLMA_10567	1110
KLMA_10568	1176
KLMA_10569	4677
KLMA_10570	261
KLMA_10571	579
KLMA_10572	1602
KLMA_10573	1449
KLMA_10574	1485
KLMA_10575	2187
KLMA_10576	1575
KLMA_10577	1146
KLMA_10578	321
KLMA_10579	2874
KLMA_10580	975
KLMA_10581	924
KLMA_10582	2757
KLMA_10583	972
KLMA_10584	1017
KLMA_10585	1164
KLMA_10586	975
KLMA_10587	678
KLMA_10588	828
KLMA_10589	1275
KLMA_10590	3408
KLMA_10591	579
KLMA_10592	1215
KLMA_10593	459
KLMA_10594	1677
KLMA_10595	738
KLMA_10596	1152
KLMA_10597	1815
KLMA_10598	699
KLMA_10599	1689
KLMA_10600	1578
KLMA_10601	810
KLMA_10602	489
KLMA_10603	1731
KLMA_10604	2181
KLMA_10605	1503
KLMA_10606	1575
KLMA_10607	1593
KLMA_10608	1272
KLMA_10609	624
KLMA_10610	3684
KLMA_10611	642
KLMA_10612	918
KLMA_10613	702
KLMA_10614	1113
KLMA_10615	486
KLMA_10616	2070
KLMA_10617	1869
KLMA_10618	510
KLMA_10619	999
KLMA_10620	3894
KLMA_10621	1779
KLMA_10622	603
KLMA_10623	1164
KLMA_10624	2001
KLMA_10625	1266
KLMA_10626	1386
KLMA_10627	1368
KLMA_10628	1098
KLMA_10629	366
KLMA_10630	5883
KLMA_10631	888
KLMA_10632	321
KLMA_10633	1086
KLMA_10634	1776
KLMA_10635	1656
KLMA_10636	528
KLMA_10637	570
KLMA_10638	1098
KLMA_10639	4203
KLMA_10640	1179
KLMA_10641	1236
KLMA_10642	1107
KLMA_10643	534
KLMA_10645	333
KLMA_10646	2313
KLMA_10647	1176
KLMA_10648	2001
KLMA_10649	1686
KLMA_10650	879
KLMA_10651	777
KLMA_10652	498
KLMA_10653	4386
KLMA_10654	1875
KLMA_10655	4704
KLMA_10656	3513
KLMA_10657	1368
KLMA_10658	2748
KLMA_10659	1182
KLMA_10660	942
KLMA_10661	930
KLMA_10662	1380
KLMA_10663	459
KLMA_10664	1230
KLMA_10666	558
KLMA_10667	426
KLMA_10668	726
KLMA_10669	474
KLMA_10670	1668
KLMA_10671	1581
KLMA_10672	1470
KLMA_10673	498
KLMA_10674	678
KLMA_10675	297
KLMA_10676	1218
KLMA_10677	1335
KLMA_10678	4041
KLMA_10679	3411
KLMA_10680	1485
KLMA_10681	1182
KLMA_10682	960
KLMA_10683	990
KLMA_10684	930
KLMA_10685	2637
KLMA_10686	3192
KLMA_10687	2109
KLMA_10688	792
KLMA_10689	855
KLMA_10690	1005
KLMA_10691	1080
KLMA_10692	1140
KLMA_10693	2550
KLMA_10694	789
KLMA_10695	1635
KLMA_10696	1710
KLMA_10697	1524
KLMA_10698	1314
KLMA_10699	1134
KLMA_10700	432
KLMA_10701	600
KLMA_10702	324
KLMA_10703	1449
KLMA_10704	1413
KLMA_10705	666
KLMA_10706	1170
KLMA_10707	1353
KLMA_10708	474
KLMA_10709	2829
KLMA_10710	3621
KLMA_10711	1956
KLMA_10712	1926
KLMA_10713	429
KLMA_10714	954
KLMA_10715	879
KLMA_10716	1017
KLMA_10717	483
KLMA_10718	2166
KLMA_10719	3435
KLMA_10720	2307
KLMA_10721	381
KLMA_10722	2454
KLMA_10723	642
KLMA_10724	2019
KLMA_10725	3114
KLMA_10726	327
KLMA_10727	4131
KLMA_10728	1170
KLMA_10729	4134
KLMA_10730	1320
KLMA_10731	804
KLMA_10732	264
KLMA_10733	753
KLMA_10734	342
KLMA_10735	654
KLMA_10736	1191
KLMA_10737	1836
KLMA_10738	2598
KLMA_10739	1293
KLMA_10740	1071
KLMA_10741	993
KLMA_10742	1524
KLMA_10743	2067
KLMA_10744	1416
KLMA_10745	753
KLMA_10746	1308
KLMA_10747	1068
KLMA_10748	2466
KLMA_10749	612
KLMA_10750	876
KLMA_10751	570
KLMA_10752	936
KLMA_10753	1644
KLMA_10754	558
KLMA_10755	1818
KLMA_10756	2400
KLMA_10757	1971
KLMA_10758	2448
KLMA_10759	927
KLMA_10760	3882
KLMA_10761	2436
KLMA_10762	819
KLMA_10763	1668
KLMA_10764	1293
KLMA_10765	711
KLMA_10766	348
KLMA_10767	645
KLMA_10768	1107
KLMA_10769	483
KLMA_10770	588
KLMA_10771	1182
KLMA_10772	5787
KLMA_10773	309
KLMA_10774	840
KLMA_10775	1533
KLMA_10776	1329
KLMA_10777	2436
KLMA_10778	819
KLMA_10779	7065
KLMA_10780	1686
KLMA_10781	1161
KLMA_10782	954
KLMA_10783	843
KLMA_10784	2214
KLMA_10786	711
KLMA_10787	1410
KLMA_10788	1353
KLMA_10789	1752
KLMA_10791	1932
KLMA_10793	741
KLMA_10794	2493
KLMA_10795	1347
KLMA_10796	1065
KLMA_10797	1425
KLMA_10798	363
KLMA_10799	489
KLMA_10800	1185
KLMA_10802	1419
KLMA_10803	1347
KLMA_10804	942
KLMA_10805	1092
KLMA_10806	534
KLMA_10807	2193
KLMA_10808	942
KLMA_10809	441
KLMA_10810	2250
KLMA_10811	609
KLMA_10812	1791
KLMA_10813	2085
KLMA_10814	726
KLMA_10815	1152
KLMA_10816	411
KLMA_10817	597
KLMA_10818	633
KLMA_10819	1329
KLMA_10820	744
KLMA_10821	552
KLMA_10822	1812
KLMA_10824	1791
KLMA_10826	663
KLMA_10827	1770
KLMA_10828	561
KLMA_10829	960
KLMA_10830	672
KLMA_10831	1644
KLMA_10832	948
KLMA_10833	1107
KLMA_10834	1449
KLMA_10835	2928
KLMA_10836	1560
KLMA_10837	1188
KLMA_10838	4398
KLMA_20001	144
KLMA_20002	2649
KLMA_20003	261
KLMA_20004	2382
KLMA_20005	1257
KLMA_20006	2061
KLMA_20007	1515
KLMA_20008	2220
KLMA_20009	831
KLMA_20010	483
KLMA_20011	1770
KLMA_20012	1611
KLMA_20013	1683
KLMA_20014	342
KLMA_20015	756
KLMA_20016	1908
KLMA_20017	939
KLMA_20018	915
KLMA_20019	927
KLMA_20020	1083
KLMA_20021	702
KLMA_20022	1962
KLMA_20023	2652
KLMA_20024	1635
KLMA_20025	270
KLMA_20026	585
KLMA_20027	270
KLMA_20028	2400
KLMA_20029	891
KLMA_20030	693
KLMA_20031	1260
KLMA_20032	840
KLMA_20033	1479
KLMA_20035	3243
KLMA_20036	657
KLMA_20037	1692
KLMA_20038	1491
KLMA_20039	396
KLMA_20040	4647
KLMA_20041	1101
KLMA_20042	1572
KLMA_20043	1092
KLMA_20044	951
KLMA_20045	987
KLMA_20046	2130
KLMA_20047	2640
KLMA_20048	2253
KLMA_20049	1557
KLMA_20050	1035
KLMA_20051	369
KLMA_20052	1230
KLMA_20053	357
KLMA_20054	468
KLMA_20055	273
KLMA_20056	654
KLMA_20057	924
KLMA_20058	603
KLMA_20059	1671
KLMA_20060	1323
KLMA_20061	4830
KLMA_20062	879
KLMA_20063	2724
KLMA_20064	1332
KLMA_20065	1503
KLMA_20067	1557
KLMA_20068	606
KLMA_20069	513
KLMA_20070	999
KLMA_20071	594
KLMA_20072	612
KLMA_20073	591
KLMA_20074	3396
KLMA_20075	471
KLMA_20076	1065
KLMA_20077	1569
KLMA_20078	2163
KLMA_20079	873
KLMA_20080	2136
KLMA_20081	2955
KLMA_20082	870
KLMA_20083	2466
KLMA_20084	3018
KLMA_20085	636
KLMA_20086	1074
KLMA_20087	1212
KLMA_20088	5586
KLMA_20089	1953
KLMA_20090	1182
KLMA_20091	249
KLMA_20092	2199
KLMA_20093	750
KLMA_20094	4947
KLMA_20095	2343
KLMA_20096	4335
KLMA_20097	957
KLMA_20098	783
KLMA_20099	834
KLMA_20100	798
KLMA_20101	3783
KLMA_20102	1665
KLMA_20103	663
KLMA_20104	228
KLMA_20105	1440
KLMA_20106	744
KLMA_20107	1743
KLMA_20108	558
KLMA_20109	1017
KLMA_20110	2331
KLMA_20111	1296
KLMA_20112	648
KLMA_20113	3033
KLMA_20114	1383
KLMA_20115	1932
KLMA_20116	357
KLMA_20117	4185
KLMA_20118	2892
KLMA_20119	1200
KLMA_20120	1062
KLMA_20121	1206
KLMA_20122	1425
KLMA_20123	2037
KLMA_20124	1281
KLMA_20125	3210
KLMA_20126	2481
KLMA_20128	588
KLMA_20129	873
KLMA_20130	1101
KLMA_20131	420
KLMA_20132	753
KLMA_20133	4452
KLMA_20135	1632
KLMA_20136	2397
KLMA_20137	930
KLMA_20138	720
KLMA_20139	2211
KLMA_20140	1797
KLMA_20141	1497
KLMA_20143	411
KLMA_20144	1854
KLMA_20145	1173
KLMA_20146	1170
KLMA_20147	1563
KLMA_20148	1869
KLMA_20149	1287
KLMA_20150	2532
KLMA_20151	1698
KLMA_20152	753
KLMA_20153	1287
KLMA_20154	2967
KLMA_20155	2121
KLMA_20156	1575
KLMA_20157	3912
KLMA_20158	1140
KLMA_20159	753
KLMA_20160	894
KLMA_20161	903
KLMA_20162	1854
KLMA_20163	3534
KLMA_20164	2457
KLMA_20165	684
KLMA_20166	2157
KLMA_20168	393
KLMA_20169	399
KLMA_20170	3144
KLMA_20171	2292
KLMA_20172	1242
KLMA_20173	1716
KLMA_20174	990
KLMA_20175	1410
KLMA_20176	777
KLMA_20177	912
KLMA_20178	204
KLMA_20179	2820
KLMA_20180	1899
KLMA_20181	1110
KLMA_20182	2766
KLMA_20183	2346
KLMA_20184	3036
KLMA_20185	3882
KLMA_20186	1218
KLMA_20187	1953
KLMA_20188	420
KLMA_20189	1797
KLMA_20190	1713
KLMA_20191	2229
KLMA_20192	1335
KLMA_20193	2535
KLMA_20194	864
KLMA_20195	672
KLMA_20196	2016
KLMA_20199	816
KLMA_20200	1524
KLMA_20201	2544
KLMA_20202	1491
KLMA_20203	1140
KLMA_20204	2031
KLMA_20205	1284
KLMA_20206	1317
KLMA_20207	1092
KLMA_20208	1263
KLMA_20209	2424
KLMA_20210	879
KLMA_20211	1707
KLMA_20212	1071
KLMA_20213	2658
KLMA_20214	1668
KLMA_20215	2370
KLMA_20216	306
KLMA_20217	543
KLMA_20218	1071
KLMA_20219	3954
KLMA_20220	1236
KLMA_20221	1665
KLMA_20222	2007
KLMA_20223	1377
KLMA_20224	1644
KLMA_20225	990
KLMA_20226	2256
KLMA_20227	948
KLMA_20228	1248
KLMA_20229	1890
KLMA_20230	1563
KLMA_20231	249
KLMA_20232	1122
KLMA_20233	1299
KLMA_20234	1932
KLMA_20235	3279
KLMA_20236	1263
KLMA_20237	2454
KLMA_20238	315
KLMA_20239	2049
KLMA_20240	429
KLMA_20241	1503
KLMA_20242	1137
KLMA_20243	453
KLMA_20244	1125
KLMA_20246	1194
KLMA_20247	2088
KLMA_20248	531
KLMA_20249	462
KLMA_20250	1854
KLMA_20251	561
KLMA_20252	1296
KLMA_20253	1701
KLMA_20254	3198
KLMA_20256	2712
KLMA_20258	1587
KLMA_20259	1494
KLMA_20260	1887
KLMA_20261	810
KLMA_20262	825
KLMA_20263	2208
KLMA_20264	4965
KLMA_20265	3096
KLMA_20266	879
KLMA_20267	1593
KLMA_20268	774
KLMA_20269	522
KLMA_20270	1641
KLMA_20271	762
KLMA_20272	2664
KLMA_20273	864
KLMA_20274	1506
KLMA_20275	1863
KLMA_20276	1848
KLMA_20277	1491
KLMA_20278	1059
KLMA_20279	1554
KLMA_20280	2394
KLMA_20281	1005
KLMA_20282	1725
KLMA_20283	1614
KLMA_20284	1719
KLMA_20285	789
KLMA_20286	894
KLMA_20287	420
KLMA_20288	1482
KLMA_20289	669
KLMA_20290	1032
KLMA_20291	744
KLMA_20292	384
KLMA_20293	288
KLMA_20294	1338
KLMA_20295	1269
KLMA_20296	1071
KLMA_20297	1359
KLMA_20298	1608
KLMA_20299	384
KLMA_20300	1359
KLMA_20301	4788
KLMA_20302	870
KLMA_20303	912
KLMA_20304	1074
KLMA_20305	1410
KLMA_20306	2139
KLMA_20307	954
KLMA_20308	1059
KLMA_20309	846
KLMA_20310	1917
KLMA_20311	1206
KLMA_20312	309
KLMA_20313	1065
KLMA_20314	1329
KLMA_20315	1056
KLMA_20316	2394
KLMA_20317	1056
KLMA_20318	519
KLMA_20319	846
KLMA_20320	1542
KLMA_20322	1644
KLMA_20323	1332
KLMA_20324	927
KLMA_20326	1473
KLMA_20327	708
KLMA_20328	210
KLMA_20329	1464
KLMA_20330	2523
KLMA_20331	1119
KLMA_20332	2076
KLMA_20333	1521
KLMA_20334	1866
KLMA_20335	429
KLMA_20336	1842
KLMA_20337	957
KLMA_20338	498
KLMA_20339	525
KLMA_20340	855
KLMA_20341	2622
KLMA_20342	2343
KLMA_20343	927
KLMA_20344	633
KLMA_20345	519
KLMA_20346	2019
KLMA_20347	870
KLMA_20348	972
KLMA_20349	2349
KLMA_20350	3339
KLMA_20351	1608
KLMA_20352	753
KLMA_20353	1251
KLMA_20354	1173
KLMA_20355	324
KLMA_20356	429
KLMA_20357	1881
KLMA_20359	1347
KLMA_20360	780
KLMA_20361	615
KLMA_20362	1116
KLMA_20363	1101
KLMA_20364	1845
KLMA_20365	1065
KLMA_20366	1542
KLMA_20367	3621
KLMA_20368	930
KLMA_20369	3183
KLMA_20370	1464
KLMA_20371	489
KLMA_20372	3126
KLMA_20373	2922
KLMA_20374	2928
KLMA_20375	204
KLMA_20376	1044
KLMA_20377	813
KLMA_20379	798
KLMA_20380	273
KLMA_20381	504
KLMA_20382	798
KLMA_20383	510
KLMA_20384	624
KLMA_20385	801
KLMA_20386	1269
KLMA_20387	1632
KLMA_20388	2094
KLMA_20389	1290
KLMA_20390	1260
KLMA_20391	426
KLMA_20392	1236
KLMA_20393	1473
KLMA_20394	981
KLMA_20395	504
KLMA_20396	1494
KLMA_20397	276
KLMA_20398	1932
KLMA_20399	3969
KLMA_20400	1899
KLMA_20401	399
KLMA_20402	1593
KLMA_20403	450
KLMA_20404	777
KLMA_20405	1344
KLMA_20406	1008
KLMA_20407	486
KLMA_20408	3282
KLMA_20409	1950
KLMA_20410	774
KLMA_20411	1422
KLMA_20412	1440
KLMA_20413	1659
KLMA_20414	1095
KLMA_20415	1245
KLMA_20416	879
KLMA_20417	1596
KLMA_20418	726
KLMA_20419	1815
KLMA_20422	990
KLMA_20423	1449
KLMA_20424	1443
KLMA_20425	759
KLMA_20426	1269
KLMA_20427	690
KLMA_20428	3417
KLMA_20429	2364
KLMA_20430	654
KLMA_20431	1356
KLMA_20432	825
KLMA_20433	1116
KLMA_20434	6129
KLMA_20435	2175
KLMA_20436	567
KLMA_20437	2370
KLMA_20439	1893
KLMA_20440	1476
KLMA_20441	1518
KLMA_20442	1149
KLMA_20443	5553
KLMA_20444	1839
KLMA_20445	1335
KLMA_20446	642
KLMA_20447	1536
KLMA_20448	813
KLMA_20449	2982
KLMA_20450	1749
KLMA_20451	333
KLMA_20452	2643
KLMA_20453	1200
KLMA_20454	1197
KLMA_20455	1083
KLMA_20456	1662
KLMA_20457	825
KLMA_20458	693
KLMA_20459	1923
KLMA_20460	936
KLMA_20461	219
KLMA_20462	1857
KLMA_20463	807
KLMA_20464	357
KLMA_20465	1731
KLMA_20466	1908
KLMA_20467	1155
KLMA_20468	888
KLMA_20469	999
KLMA_20470	939
KLMA_20471	3069
KLMA_20472	1011
KLMA_20473	6171
KLMA_20474	1542
KLMA_20475	2331
KLMA_20476	1365
KLMA_20477	2733
KLMA_20478	1437
KLMA_20479	1068
KLMA_20480	912
KLMA_20481	2481
KLMA_20482	966
KLMA_20483	1089
KLMA_20484	1479
KLMA_20485	825
KLMA_20486	1113
KLMA_20487	4368
KLMA_20488	1362
KLMA_20489	1929
KLMA_20490	1680
KLMA_20491	465
KLMA_20492	360
KLMA_20493	1788
KLMA_20494	2724
KLMA_20495	363
KLMA_20496	327
KLMA_20497	1179
KLMA_20498	2283
KLMA_20499	1014
KLMA_20500	1911
KLMA_20501	1368
KLMA_20502	975
KLMA_20503	2118
KLMA_20504	1017
KLMA_20505	3111
KLMA_20506	438
KLMA_20507	924
KLMA_20508	1938
KLMA_20509	642
KLMA_20510	1263
KLMA_20511	471
KLMA_20512	1215
KLMA_20513	906
KLMA_20514	1845
KLMA_20515	276
KLMA_20516	450
KLMA_20517	1272
KLMA_20518	1383
KLMA_20519	2334
KLMA_20520	1122
KLMA_20521	2292
KLMA_20522	1773
KLMA_20523	852
KLMA_20524	1542
KLMA_20525	1122
KLMA_20526	840
KLMA_20527	450
KLMA_20528	1401
KLMA_20529	2496
